2.9595,1.5581,-0.61096,-0.45629
2.4452,-0.44842,2.5144,-0.98481
3.1157,1.1519,0.063745,-0.7221
2.8694,0.72038,1.1614,-0.35154
2.7668,-0.30559,4.0446,0.51001
3.1704,2.0154,-3.762,-2.8146
2.809,-0.91956,6.6852,1.9458
3.0803,-0.51276,3.7083,-0.16215
2.9917,-0.1489,3.9952,0.64648
3.0262,2.2559,-3.2351,-1.852
3.1482,4.2216,-7.9224,-2.5693
3.1087,2.116,-1.4631,-0.28499
3.1927,0.73997,1.219,-0.39542
3.1227,-1.5796,6.9797,0.85047
3.2238,-2.2676,9.3885,1.7484
2.7955,-2.0545,7.2737,0.4246
2.9278,1.9041,-0.39019,0.46614
3.1515,-1.5507,7.1412,0.93384
2.8884,-2.3195,9.0351,1.5212
2.8127,-1.3198,6.5325,1.0414
3.4164,1.5558,-0.18606,-0.35034
2.589,-0.80932,4.5147,0.16082
3.1244,-1.2301,6.4392,0.86011
2.6731,-1.7123,7.1516,1.0591
2.9806,0.064595,2.0396,-0.66841
2.803,0.1391,3.8314,1.2167
3.0117,0.89523,1.0919,-0.11771
3.1277,0.77598,0.92765,-0.64137
3.2988,0.72751,1.1058,-0.7268
2.6601,-0.33344,4.4371,0.99274
2.6654,0.017977,2.5103,-0.23589
2.6914,0.90573,1.4385,0.55956
2.82,1.5132,-0.98696,-0.73873
3.327,1.0926,-0.60509,-1.724
2.9767,-0.041413,2.9203,-0.13786
3.0141,-1.6138,8.3376,2.0743
2.9496,0.13711,2.7142,0.18035
3.337,-0.82464,5.6195,0.91477
3.4032,0.96997,0.36947,-1.1825
3.2454,1.6782,-1.2122,-1.0749
2.9167,-0.1503,3.7984,0.47182
3.3871,0.27694,1.7415,-0.97287
3.5857,0.88423,1.5701,-0.08901
3.3991,-0.11895,3.6773,-0.0018508
2.8934,0.51366,2.3154,0.37634
3.0698,0.20417,3.3821,0.534
3.0753,-0.34908,3.1745,-0.67673
3.0753,2.0733,-2.9512,-1.7067
2.9942,1.0718,-0.62128,-1.2015
2.7618,-0.26953,3.9704,0.61458
2.9496,-0.95929,5.6814,0.67407
2.9882,-1.9607,7.8526,1.0692
3.1735,-0.56973,4.6171,0.34873
2.9834,0.74323,0.74526,-0.78574
3.2024,-1.1689,7.0408,1.5732
2.9637,0.33776,1.9842,-0.1447
3.0102,0.85376,0.9992,-0.42089
2.9233,2.077,-2.756,-1.4064
3.0486,-0.15348,2.9868,-0.23854
2.7291,1.0792,0.29511,-0.43076
3.0794,0.30339,3.286,0.81474
3.1239,0.56794,1.2312,-0.76539
3.3382,0.38645,2.705,0.16466
3.083,0.52667,1.5991,-0.46022
3.2935,0.61303,2.2575,0.21372
3.2331,-1.9363,7.4419,0.38231
2.8647,-0.091369,3.0446,-0.032805
2.7636,0.44515,1.2395,-0.75054
3.3597,2.3078,-2.9276,-1.5412
2.9395,1.8873,-1.1492,-0.30742
3.2578,-0.38483,2.6343,-1.1778
3.2468,-0.63037,4.8774,0.45864
3.2671,0.5651,2.095,-0.064666
2.9029,-0.22936,4.1116,0.75911
3.1278,1.0792,-0.45712,-1.4066
3.2494,-2.5005,8.6367,0.67064
2.7854,0.11651,2.4249,-0.10788
2.8746,1.6756,-1.2869,-0.82768
2.8199,-0.68192,5.1495,0.8065
2.8016,-0.4768,5.6305,1.7379
2.963,-0.36575,3.1585,-0.3921
3.0317,-0.54588,4.4583,0.273
3.0454,-1.4794,7.2989,1.3608
2.9807,-2.6112,9.3468,1.1875
3.0531,-1.9815,7.674,0.63616
2.6463,0.47072,1.312,-0.47302
2.9425,-0.78738,4.9567,0.43694
2.8391,0.95668,0.2232,-0.72932
2.7702,-1.4349,5.308,-0.20878
3.0586,-0.90968,5.4542,0.5537
2.5757,-2.4612,8.3058,0.74012
3.1066,3.3368,-5.6883,-2.1586
2.6498,-1.954,7.9883,1.3941
2.8996,2.0108,-2.1696,-1.0361
2.7792,2.8178,-4.7617,-1.8648
3.0502,-1.3126,6.6353,1.0193
2.7888,0.73051,1.7685,0.36873
2.6584,1.9908,-1.8072,-0.64031
2.6193,1.9186,-2.3466,-1.2249
3.2137,-0.81256,4.8617,0.093582
2.7517,-1.3221,4.8579,-0.42284
2.8656,-0.13477,2.891,-0.21255
2.6594,-2.8586,10.195,1.6479
2.9055,0.88155,0.37716,-0.63474
2.9314,1.6179,-1.3068,-1.1465
3.0411,-2.1988,10.14,2.7167
2.9969,0.92012,0.034041,-1.1181
2.6472,-0.95996,4.2643,-0.31986
2.7633,-3.0763,11.374,2.2941
3.3244,0.51293,0.96704,-1.333
2.9536,-1.3996,7.7762,1.9655
3.3968,1.1251,0.63603,-0.40617
2.7764,-0.50259,3.1549,-0.87019
2.7069,3.3061,-5.678,-1.881
3.0344,1.0181,-0.30177,-1.2886
2.8717,-1.1912,6.5577,1.0592
2.5933,-0.47689,3.4186,-0.1127
3.0487,-0.73962,6.134,1.6167
3.1067,1.7404,-1.5693,-1.1032
3.2075,1.0927,-0.066612,-1.0542
2.8275,0.59564,1.8739,0.1769
2.9003,-0.77393,4.4802,-0.06352
2.6972,0.75846,1.2158,0.014399
3.1572,-0.38124,3.4868,-0.54109
3.008,0.85529,0.62371,-0.57552
2.8209,2.2776,-3.8348,-1.9446
2.9023,-0.43438,4.6682,0.99184
2.6711,-0.6115,4.1251,0.012185
3.1458,0.080837,3.9503,1.0149
3.2169,-0.2362,4.2497,0.63357
3.4729,0.88765,-0.2839,-1.9663
2.5512,-0.21364,3.7549,0.75365
3.2192,-0.06718,4.1501,0.86531
3.3488,0.075811,2.9662,-0.29638
3.3116,2.4246,-2.504,-0.96035
2.9129,-1.2126,5.1815,-0.18554
3.3274,1.0908,0.87008,-0.085284
2.8678,-0.12637,2.6621,-0.39177
3.3012,-1.2347,6.1879,0.54916
2.9465,-0.37481,4.4293,0.66874
3.0109,0.84428,0.90261,-0.29736
2.8939,-1.0845,5.7933,0.64397
3.314,-0.42346,4.986,0.96304
2.9525,-2.1086,8.5742,1.5263
3.2383,1.2561,0.92682,0.29668
3.1931,-0.23401,2.7622,-0.82572
2.938,2.0863,-2.4963,-1.1929
2.7436,0.28426,3.4588,1.0902
3.2188,-2.6005,10.88,2.4172
2.9721,0.3639,1.0727,-1.2409
2.9287,-0.20669,3.977,0.41259
2.9835,1.6241,-0.63593,-0.39493
3.4522,-0.64721,4.4336,-0.20769
2.4522,0.084951,3.699,1.3755
2.6771,0.72813,0.90931,-0.30354
2.8433,-0.32228,4.024,0.60211
2.6652,-0.80664,6.6118,2.229
2.6395,0.46222,1.6629,-0.16104
2.5974,2.755,-4.1066,-1.3712
3.1006,0.9779,0.64904,-0.40592
2.736,-0.65986,3.6815,-0.27504
2.3906,1.6313,-1.4356,-0.61876
2.5796,1.7172,-1.1365,-0.39114
3.0023,1.1319,0.92135,0.18687
3.1141,1.6291,-0.93844,-0.65444
3.1347,1.0632,-0.059921,-0.97291
3.0322,0.82493,1.2134,-0.23761
3.2471,-2.3056,9.1645,1.1848
