3.2407,4.3141,-2.9888,2.559
3.048,2.3415,2.0843,3.8624
2.9453,3.8718,-3.323,1.3432
2.6792,4.408,-4.055,2.1099
3.1262,3.9657,-4.0727,0.9073
2.8818,5.0397,-6.9,0.36107
2.7659,3.2143,-3.1264,0.46412
3.3796,4.1362,-4.4156,0.5777
3.2655,5.3397,-4.2289,3.1714
2.9605,1.741,0.96743,1.4588
2.7134,3.3356,-3.682,0.18002
3.2059,2.5094,-0.036905,1.6374
3.1723,2.275,1.7797,3.2698
3.2628,4.7942,-6.1477,0.31292
3.0863,4.2584,-4.2185,1.285
2.7024,3.9135,-3.2694,1.8076
2.9514,3.1679,-2.0033,1.2911
3.0312,4.4542,-2.1921,3.6857
2.8737,3.5158,-0.63823,3.5153
2.9493,5.5715,-6.5741,1.6068
2.9727,2.5686,0.0083618,2.2578
3.0357,3.4276,-0.51352,3.3642
2.9136,4.4037,-4.1717,1.8197
2.6527,3.5674,-3.376,0.97206
2.7169,3.4638,-2.9225,1.1504
3.0308,3.5873,-1.8161,2.2505
2.909,2.4579,-0.43414,1.588
2.9439,1.3351,0.90999,0.55373
3.2331,4.1254,-3.7813,1.3009
2.8706,5.9285,-6.4194,2.5702
2.8619,5.3888,-6.3453,1.7136
2.523,4.0084,-2.2295,3.2287
3.2529,3.8901,-2.9087,1.7558
2.8759,3.7002,0.068206,4.7016
3.1059,3.5949,-2.5158,1.5499
2.6836,3.0708,0.20021,3.6055
3.2621,2.8255,-1.597,0.92689
2.7641,4.8061,-5.7995,1.135
3.1165,5.2236,-5.9256,1.5567
3.0421,3.7223,-1.313,3.2205
2.9378,4.6983,-2.6635,3.7634
2.9342,3.9836,-3.6474,1.4271
3.095,5.8533,-7.4334,1.2316
2.8996,4.9295,-3.8408,2.983
2.9464,4.7487,-4.8063,1.6316
3.3412,1.7244,3.4372,3.6096
2.8369,5.7793,-6.8335,1.9306
3.1187,3.9994,-3.3431,1.5957
3.2594,3.749,-1.8146,2.4541
2.7852,4.9656,-4.8378,2.365
2.6568,3.8157,-3.2393,1.5844
3.33,4.4174,-4.2806,1.2884
2.8933,4.3027,-2.5311,3.08
3.0692,4.7257,-4.4276,1.9246
3.1927,2.3263,-0.41867,1.0848
3.2816,4.1876,-2.6314,2.5574
2.6965,4.5913,-4.1368,2.4704
3.1659,4.7266,-4.3961,1.8919
3.0345,5.4208,-6.4891,1.4541
3.534,4.5618,-4.0882,1.6534
2.7696,5.342,-5.3134,2.6066
2.9312,2.0314,-0.036548,0.99879
2.9753,3.2282,0.8023,4.1949
3.1696,3.3746,-0.40158,3.2026
3.0301,5.2424,-5.301,2.161
2.9453,3.4443,-2.274,1.7452
2.8485,2.3367,0.70764,2.4267
3.174,3.246,-2.6739,0.61635
2.9411,4.7565,-5.5153,1.0017
2.9358,4.6807,-4.4873,1.8103
3.0682,4.0981,-3.8391,1.1791
2.7197,3.7231,-4.762,0.081805
3.2853,3.9509,-4.3898,0.24409
3.04,4.6082,-4.3339,1.8018
2.8623,3.1784,-1.1979,2.3943
2.8556,3.4793,-0.71111,3.4339
3.0446,4.4161,-2.6799,3.0691
2.7518,6.2097,-6.9493,2.5361
2.9305,4.0041,-4.1729,0.85812
3.2059,5.5134,-7.1973,0.5222
3.2109,3.4537,-1.7787,1.846
2.8727,3.1064,-2.6931,0.73513
3.0151,4.7587,-4.6744,1.8323
3.1485,2.7559,-0.058261,2.172
3.2326,3.9693,-3.1371,1.3706
2.9765,4.3851,-5.2146,0.56274
2.9508,3.3696,-1.7387,2.1556
3.0449,2.864,-0.88382,1.945
2.9296,1.6975,0.7743,1.1858
3.0497,4.4757,-3.9329,2.1267
3.3262,4.4736,-4.5279,1.1492
2.7314,3.3884,-0.65359,3.4587
2.6088,2.7505,-0.75324,2.0786
3.1591,4.2518,-2.3415,3.1238
3.0483,5.3803,-5.2532,2.5548
2.5742,4.5876,-3.9797,2.4744
2.9589,3.7803,-1.8339,2.756
2.8819,4.7181,-3.1554,3.2117
3.4755,3.4174,-1.5236,1.8583
3.0906,3.0263,0.98171,4.0272
3.0785,3.324,-1.4359,2.1863
3.1904,2.5349,-1.0433,0.927
3.0435,3.2215,-1.9726,1.5403
2.9943,3.4286,-3.5049,0.44745
3.0063,2.3719,1.2582,3.055
2.9491,5.0119,-5.7848,1.0517
2.8408,5.2082,-6.7153,0.84343
3.0845,4.1444,-3.7496,1.4687
2.8135,4.7335,-4.6658,2.1457
2.8296,3.774,-3.3668,1.1258
3.1402,4.601,-5.9098,0.19521
3.0846,1.4354,3.8533,3.696
3.0294,3.7378,-3.5423,1.0366
3.028,4.9398,-5.0457,1.9454
2.5464,4.2326,-3.7912,2.0223
3.2355,5.3015,-4.822,2.5527
